Country,Region,City,Mall,Division,Brand,Store Name,Oracle Ccid,Type,Store Status,Store Type,Opening Date,Trading Days,Size (sqm),FS - new
KSA,Central,Riyadh,The View Mall,Starbucks,Starbucks,The view mall  Riyadh,RB2-H533-STA,Standalone,LFL,Shopping Mall / Center,9/22/2022,147,184,Antony
KSA,Central,Buraidah,Nakheel plaza Buraidah,Wellness,Bath and Body Works,Nakheel plaza  Buraidah,RB2-H490-BAT,Standalone,LFL,Shopping Mall / Center,12/28/2022,147,138,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,SAAB Bank tower  Riyadh,RB2-H528-STA,Standalone,PTL,Institution,2/4/2024,147,24,Abdul Rahman
KSA,Central,Riyadh,Salam Mall-Riyadh,Wellness,Bath and Body Works,Salam Mall  Riyadh,RB2-H494-BAT,Standalone,LFL,Shopping Mall / Center,11/9/2022,147,183,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,RADEN CENTER OLAYA-Riyadh,RB2-H742-STA,Standalone,LFL,Shopping Mall / Center,10/26/2023,147,111,Abu Shahid
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Apparel,American Eagle,The Riyadh Park,RB2-S963-AME,Standalone,LFL,Mall Location,7/22/2018,147,359,Antony
KSA,Central,Riyadh,Riyadh Front,Hennes and Mauritz,Hennes and Mauritz,Riyadh Front,RB2-H370-HEN,Standalone,LFL,Plaza,11/25/2021,147,1031,Abdul Rahman
KSA,Central,Riyadh,The View Mall,Wellness,Bath and Body Works,The View Mall,RB2-H492-BAT,Standalone,LFL,Shopping Mall / Center,9/29/2022,147,170,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Rabwa Square-Riyadh,RB2-H698-STA,Standalone,LFL,Residential / Commercial Bldg,6/22/2023,147,118,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Hassan IBN Hussain AlMunsiyah-Riyadh,RB2-H670-STA,Standalone,LFL,Shopping Mall / Center,5/11/2023,147,110,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Fuel Way King Fahad Road DT,RB2-H605-STA,Standalone,LFL,Drive-Thru,4/5/2023,147,100,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Eastern Ring Road DT Rawda  Riyadh,RB2-H433-STA,Standalone,LFL,Drive-Thru,11/17/2022,147,92,Abu Shahid
KSA,Central,Buraidah,Othaim Mall Buraidah Qassim,Starbucks,Starbucks,Othaim Mall Buraidah- Gate 3,RB2-H603-STA,Standalone,LFL,Shopping Mall / Center,12/26/2022,147,200,Antony
KSA,Central,Buraidah,Nakheel Plaza Buraidah,Starbucks,Starbucks,Nakheel Plaza  Buraidah,RB2-H540-STA,Standalone,LFL,Shopping Mall / Center,10/21/2022,147,148,Antony
KSA,Central,Buraidah,Stand Alone,Starbucks,Starbucks,Alfayziyyah Plaza-Buraidah,RB2-H728-STA,Standalone,LFL,Shopping Mall / Center,8/29/2023,147,190,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Parisiana Complex-Riyadh,RB2-H697-STA,Standalone,LFL,Residential / Commercial Bldg,6/22/2023,147,137,Abu Shahid
KSA,Central,Buraidah,Stand Alone,Starbucks,Starbucks,Break DT Qassim,RB2-H499-STA,Standalone,LFL,Drive-Thru,10/2/2022,147,175,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Blvd World Spain Zone, Riyadh",RB2-H909-STA,Standalone,LFL,Entertainment / Leasure,12/26/2023,147,142,Abdul Rahman
KSA,Central,Riyadh,"Granada Center, Riyadh",Apparel,American Eagle,Granada Mall - Aerie,RB2-H547-AME,Standalone,LFL,Shopping Mall / Center,8/24/2023,147,210,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Imam Shafie Al Manar Square, Riyadh",RB2-H820-STA,Standalone,PTL,Shopping Mall / Center,4/15/2024,147,165,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Ishbiliya - Exit 9 DT  Riyadh,RB2-H530-STA,Standalone,LFL,Drive-Thru,11/30/2022,147,200,Abu Shahid
KSA,Central,Riyadh,Nakheel Mall,Wellness,NYX,Nakheel Mall  Riyadh,RB2-H832-NYX,Standalone,PTL,Shopping Mall / Center,5/30/2024,147,123,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Qairwan Gate DT  Riyadh,RB2-H501-STA,Standalone,LFL,Drive-Thru,10/7/2022,147,150,Abdul Rahman
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Hennes and Mauritz,Hennes and Mauritz,Faisaliah Centre,RB2-S918-HEN,Standalone,LFL,Plaza,12/27/2021,147,1370,Abdul Rahman
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Apparel,Victoria's Secret International-FA,The Riyadh Park-FA,RB2-S965-VIF,Standalone,LFL,Mall Location,9/13/2018,147,773,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,King Abdulaziz Rd Al Arid DT  Riyadh,RB2-H764-STA,Standalone,LFL,Drive-Thru,9/30/2023,147,166,Abdul Rahman
KSA,Central,Riyadh,Oruba Street Riyadh,Starbucks,Starbucks,"Oruba Street, Riyadh",RB2-1966-STA,Standalone,LFL,High Street,4/29/2008,147,230,Abu Shahid
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Hospitality,The Cheesecake Factory,The Riyadh Park,RB2-S950-CHE,Standalone,LFL,Mall Location,6/5/2019,147,1185,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Santorini Sq. Takhassusi -Riyadh,RB2-H726-STA,Standalone,LFL,Shopping Mall / Center,8/31/2023,147,223,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,AL Suwaidi Al Am Riyadh DT  Riyadh,RB2-H514-STA,Standalone,LFL,Drive-Thru,12/22/2022,147,150,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Prince Bander Road DT,RB2-H570-STA,Standalone,LFL,Drive-Thru,8/3/2023,147,100,Abu Shahid
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Wellness,NYX,The Riyadh Park,RB2-S932-NYX,Standalone,LFL,Mall Location,8/1/2018,147,90,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Arcadia Square-Riyadh,RB2-H695-STA,Standalone,LFL,Residential / Commercial Bldg,6/26/2023,147,223,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Riyadh Century Corner  Riyadh,RB2-H771-STA,Standalone,LFL,Shopping Mall / Center,12/24/2023,147,260,Abu Shahid
KSA,Central,Riyadh,"Kingdom Center, Riyadh",Starbucks,Starbucks,"Kingdom Center, Riyadh",RB2-H414-STA,Standalone,LFL,Shopping Mall / Center,7/21/2022,147,121,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Northern Ring Road Land DT - AlMasif  Riyadh,RB2-H429-STA,Standalone,LFL,Drive-Thru,12/15/2022,147,240,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Najm Eldin Road DT Riyadh,RB2-H566-STA,Standalone,LFL,Drive-Thru,9/14/2023,147,100,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Al Waha Riyadh DT  Riyadh,RB2-H515-STA,Standalone,LFL,Drive-Thru,11/17/2022,147,180,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Alsadhan Station DT, Riyadh",RB2-H427-STA,Standalone,LFL,Drive-Thru,6/27/2022,147,200,Abdul Rahman
KSA,Central,Al Kharj,Stand Alone,Starbucks,Starbucks,Kaizen Gas Station DT  Al Kharj,RB2-H535-STA,Standalone,LFL,Drive-Thru,8/24/2023,147,100,Abdul Rahman
KSA,Central,Riyadh,"Kingdom Center, Riyadh",Wellness,Jo Malone,Kingdom Centre  Riyadh-New,RB2-H807-JOM,Standalone,PTL,Standalone,1/18/2024,147,129,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"King Abdullah Rd Khalij, Riyadh",RB2-H708-STA,Standalone,PTL,Drive-Thru,12/26/2024,147,150,Abu Shahid
KSA,Central,Riyadh,Thumamah Rd Munsiyah DT,Starbucks,Starbucks,Thumamah Rd Munsiyah DT,RB2-H594-STA,Standalone,LFL,Drive-Thru,12/28/2022,147,207,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Exit 24 DT,RB2-H557-STA,Standalone,LFL,Drive-Thru,11/30/2023,147,100,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Shifa Derab Road DT  Riyadh,RB2-H536-STA,Standalone,LFL,Drive-Thru,4/5/2023,147,100,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Granada Square DT   Riyadh,RB2-H503-STA,Standalone,LFL,Drive-Thru,11/30/2022,147,140,Abdul Rahman
KSA,Central,Riyadh,Nakheel Mall Riyadh,Starbucks,Starbucks,Nakheel Mall Extension  Riyadh,RB2-H505-STA,Standalone,LFL,Shopping Mall / Center,10/23/2022,147,231,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Boulevard 2030-Riyadh,RB2-H689-STA,Standalone,LFL,Shopping Mall / Center,5/6/2023,147,206,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Yasmeen Building Thumamah Rd-Riyadh,RB2-H756-STA,Standalone,LFL,Shopping Mall / Center,10/5/2023,147,222,Abdul Rahman
KSA,Central,Hail,Stand Alone,Starbucks,Starbucks,"Blue Walk DT, Hail",RB2-H436-STA,Standalone,LFL,Drive-Thru,7/21/2022,147,387,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Hassan Bin Thabet Rd DT-Riyadh,RB2-H694-STA,Standalone,LFL,Drive-Thru,5/22/2023,147,110,Abu Shahid
KSA,Central,Riyadh,Takhassusi Riyadh,Starbucks,Starbucks,"Takhassusi, Riyadh",RB2-2044-STA,Standalone,LFL,Plaza,3/1/2002,147,280,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Southern Ring Road Namar DT  Riyadh,RB2-H517-STA,Standalone,LFL,Drive-Thru,12/24/2022,147,120,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Al Mursilat DT,RB2-H616-STA,Standalone,LFL,Drive-Thru,6/20/2023,147,120,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Centro Yasmin DT, Riyadh",RB2-2519-STA,Standalone,LFL,Drive-Thru,11/29/2017,147,168,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Aldress Uptown Station DT-Riyadh,RB2-H783-STA,Standalone,PTL,Drive-Thru,5/16/2024,147,135,Antony
KSA,Central,Riyadh,Riyadh Front,Starbucks,Starbucks,Riyadh Front Gate 5-Riyadh,RB2-H735-STA,Standalone,LFL,Shopping Mall / Center,10/5/2023,147,257,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"IBN Taymeeyah Rd DT, Riyadh",RB2-H819-STA,Standalone,PTL,Drive-Thru,12/25/2024,147,160,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Al Munsiyah DT  Riyadh,RB2-H426-STA,Standalone,LFL,Drive-Thru,10/19/2022,147,200,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Wadi Laban Taif St. East DT  Riyadh,RB2-H707-STA,Standalone,PTL,Drive-Thru,2/28/2024,147,200,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Thumamah Road Sahafa DT,RB2-H607-STA,Standalone,LFL,Drive-Thru,5/8/2023,147,160,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Al Nasr Road DT,RB2-H307-STA,Standalone,LFL,Drive-Thru,8/31/2023,147,180,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,King Fahad Road Sahafa DT  Riyadh,RB2-H516-STA,Standalone,LFL,Drive-Thru,12/27/2022,147,200,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Imam Muslim Road DT, Riyadh",RB2-H766-STA,Standalone,LFL,Drive-Thru,11/24/2023,147,150,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Tuwaiq DT-Riyadh,RB2-H794-STA,Standalone,LFL,Drive-Thru,11/24/2023,147,175,Abu Shahid
KSA,Central,Riyadh,"SIDRA, Riyadh",Starbucks,Starbucks,"SIDRA, Riyadh - Drive Thru",RB2-S010-STA,Standalone,LFL,Drive-Thru,4/26/2018,147,234,Abdul rahman
KSA,Central,Buraidah,Stand Alone,Starbucks,Starbucks,Fuel Way Qassim-Madinah DT  Qassim,RB2-H534-STA,Standalone,LFL,Drive-Thru,12/27/2023,147,100,Antony
KSA,Central,Riyadh,KKIA Riyadh,Starbucks,Starbucks,KKIA T3 Arrival Landside,RB2-H563-STA,Standalone,LFL,Airport,5/24/2023,147,48,Abdul Rahman
KSA,Central,Riyadh,Riyadh City Boulevard,Starbucks,Starbucks,Riyadh City Boulevard-2,RB2-H659-STA,Standalone,LFL,Entertainment / Leasure,1/19/2023,147,113,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Exit 9 Al Mughrizat DT Riyadh,RB2-H511-STA,Standalone,LFL,Drive-Thru,6/25/2023,147,200,Abdul Rahman
KSA,Central,Riyadh,KKIA Riyadh,Starbucks,Starbucks,KKIA T3 Departure Airside,RB2-H564-STA,Standalone,LFL,Airport,8/10/2023,147,52,Abdul Rahman
KSA,Central,Riyadh,Nakhlah Plaza Riyadh,Starbucks,Starbucks,"Nakhlah Plaza, Riyadh (Drive Thru)",RB2-S503-STA,Standalone,LFL,Drive-Thru,4/11/2015,147,223,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,SASCO Dirab Plaza DT-Riyadh,RB2-H797-STA,Standalone,PTL,Drive-Thru,6/13/2024,147,188,Abu Shahid
KSA,Central,Riyadh,KKIA Riyadh,Starbucks,Starbucks,KKIA T4 Departure Airside,RB2-H580-STA,Standalone,LFL,Airport,10/26/2023,147,41,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Sawary Plaza Drive Thru, Riyadh",RB2-H773-STA,Standalone,PTL,Drive-Thru,12/26/2024,147,172,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Wadi Laban Najd Street DT,RB2-H768-STA,Standalone,PTL,Drive-Thru,7/1/2024,147,175,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Southern Ring Road Shubra DT, Riyadh",RB2-H767-STA,Standalone,PTL,Drive-Thru,12/26/2024,147,210,Abu Shahid
KSA,Central,Majmah,--,Starbucks,Starbucks,Karam Mall Drive Thru-Al Majmah,RB2-H928-STA,Standalone,PTL,Drive-Thru,9/19/2024,147,200,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Tal Plaza DT Al Malqa Anas Ibn Malek Road,RB2-H913-STA,Standalone,PTL,Drive-Thru,7/5/2024,147,343,Abu Shahid
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Apparel,Mothercare,Riyadh Park-Riyadh-(New-2),RB2-H700-MOT,Standalone,LFL,Shopping Mall / Center,10/4/2023,147,511,Antony
KSA,Central,Hail,Stand Alone,Starbucks,Starbucks,Beirut DT,RB2-H598-STA,Standalone,LFL,Drive-Thru,5/17/2023,147,180,Antony
