,ALSHAYA FM KSA STANDARD PRICING- (YEAR 2021),,,,,,,,,,
,,,,,,,,,,1/11/2021,
,SN,TYPE,CODE,DECRIPTION,UNIT,QTY,"Material 
Price","Labor
Price ",Total,REMARKS,COMMENTS
,99,CARPENTRY,CA00099,STAINLESS STEEL SHELVES FOR STARBUCLS BOH (SIZE = 100CMX45CM),PC,1,500,200,700,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,100,CARPENTRY,CA00100,GLASS DOOR CENTRAL LOCK SUPPORT,PC,1,40,100,140,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,101,CARPENTRY,CA00101,STAINLESS STEEL SHELVES FOR STARBUCLS BOH (SIZE = 120CMX45CM),PC,1,500,200,700,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,102,CARPENTRY,CA00102,STAINLESS STEEL SHELVES FOR STARBUCLS BOH (SIZE = 150CMX45CM),PC,1,550,200,750,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,103,CARPENTRY,CA00103,STAINLESS STEEL SHELVES FOR STARBUCLS BOH (SIZE = 180CMX45CM),PC,1,600,200,800,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,104,CARPENTRY,CA00104,STAINLESS STEEL SHELVES S BOH (SIZE = 250CMX45CM),PC,1,650,200,850,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,105,CARPENTRY,CA00105,MDF SUPPORT FOR EXTINGUISHER (SIZE = 10CMX30CM),PC,1,30,100,130,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,106,CARPENTRY,CA00106,SUPPLY & INSTALLATION OF CORIAN MARBLE WITH OTHER ACCESSORIES,FT^2,10,100,150,1562.5,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,107,CARPENTRY,CA00107,HANDLE FOR ENTRANCE ALUMINIUM DOOR (MADE IN ITALY),PC,1,120,100,220,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,108,CARPENTRY,CA00108,BLACK STICKER FOR ENTRANCE AREA GLASS WALL ,MTR^2,1,40,100,140,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,109,CARPENTRY,CA00109,IPAD HOLDER FOR BACK OFFICE WALL,PC,1,250,100,350,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,110,CARPENTRY,CA00110,PLASTIC SUPPORTS FOR CHAIR BOTTOMS ,JOB,1,20,100,120,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,111,CARPENTRY,CA00111,DOOR SPRING MACHINE FOR SINGLE SECTION ENTRANCE GLASS DOOR (BRAND = DORMA)-6 MONTH WARANTEE,PC,1,250,200,450,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,112,CARPENTRY,CA00112,BLACK POLISH ON WOODEN TABLE WOODEN TOP MATERIAL + LABOR,PC,1,,150,150,,UPDATED PRICE
,113,CARPENTRY,CA00113,PROGRAMMING & SERVICE OF COMPLETE SLIDING DOOR,JOB,1,,500,500,,
,114,CARPENTRY,CA00114,"STAINLESS STEEL CORNER ANGLE 2CMX2CM, LENGTH = 100CM TO 180CM",MTR,1,100,100,200,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,115,CARPENTRY,CA00115,STAINLESS STEEL DOOR STOPPER FOR EQUIPMENT - HEIGHT 10CM,PC,1,70,100,170,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,116,CARPENTRY,CA00116,DRAWER RAILING PAIR (BIG SIZE) - HEAVY DUTY,JOB,1,100,150,250,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,117,CARPENTRY,CA00117,GLASS DOOR - AUTOMATIC  HYDRAULIC HINGE CLOSER - SMALL - MAB 1 YEAR WARNTEE,PC,1,550,300,850,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,118,CARPENTRY,CA00118,GLASS DOOR - AUTOMATIC  HYDRAULIC HINGE CLOSER - BIG - MAB 1 YEAR WARNTEE,PC,1,750,300,1050,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,119,CARPENTRY,CA00119,GLASS DOOR - AUTOMATIC  HYDRAULIC HINGE CLOSER - ZEMCO 1 YEAR WARNTEE,PC,1,450,300,750,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,120,CARPENTRY,CA00120,GLASS DOOR BOTTOM LOCK (COMPLETE) - ZEMCO,PC,1,90,150,240,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,121,CARPENTRY,CA00121,GLASS DOOR CENTRAL LOCK (COMPLETE SET) - ZEMCO,PC,1,120,150,270,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,122,CARPENTRY,CA00122,GLASS DOOR CENTRAL LOCK CYLINDER - ZEMCO,PC,1,50,150,200,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,123,CARPENTRY,CA00123,HASP LOCK FOR ALUMINIUM DOOR - MADE IN CHINA,PC,1,70,150,220,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,124,CARPENTRY,CA00124,HASP LOCK FOR ALUMINIUM DOOR - MADE IN ITALY,PC,1,120,150,270,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,125,CARPENTRY,CA00125,GLASS DOOR HINGES - ZEMCO,PC,1,55,150,205,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,126,CARPENTRY,CA00126,LEATHER FOR CHAIR - BRAND = GOLD LILAC,PC,1,,250,250,,NEW ITEM
,127,CARPENTRY,CA00127,WOODEN DOOR  LOCK CYLINDER- HASP (LARGE),PC,2,90,150,405,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,128,CARPENTRY,CA00128,STAINLESS STEEL HINGES FOR WOODEN DOOR,PC,1,45,150,195,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,NEW ITEM
,129,CARPENTRY,CA00129,UPHOLSTERY (LEATHER) COVER FOR CAFE CHAIR MATERIAL + LABOR,PC,1,,200,200,,
,130,CARPENTRY,CA00130,UPHOLSTERY (FABIC) COVER FOR BIG CHAIR /SINGLE SOFA MATERIAL+ LABOR,PC,1,,400,400,,
,131,CARPENTRY,CA00131,UPHOLSTERY (FABRIC) COVER FOR - DOUBLE SOFA MATERIAL + LABOR,PC,1,,750,750,,UPDATED PRICE
,132,CARPENTRY,CA00132,UPHOLSTERY (LEATHER) COVER FOR - SINGLE SOFA MATERIAL + LABOR,PC,1,,550,550,,UPDATED PRICE
,133,CARPENTRY,CA00133,UPHOLSTERY (LEATHER) COVER FOR - DOUBLE SOFA MATERIAL + LABOR,PC,1,,850,850,,UPDATED PRICE
,134,CARPENTRY,CA00134,SMALL JOB- SOFA CLOTH STITCHING OR REPAIR WORK,PC,1,,200,200,,UPDATED PRICE
,135,CIVIL,CI00001,ACRYLIC SHEET SUPPLY & INSTALL 6MM (WHILE/TRANSPARENT) MATERIAL + LABOR,MTR,1,,200,200,,
,136,CIVIL,CI00002,ACRYLIC SHEET SUPPLY & INSTALL 8MM (WHILE/TRANSPARENT) MATERIAL + LABOR,MTR,1,,300,300,,
